Sample,Family_ID,Population,Population_Description,Gender,Relationship,Unexpected_Parent_Child,Non_Paternity,Siblings,Grandparents,Avuncular,Half_Siblings,Unknown_Second_Order,Third_Order,In_Low_Coverage_Pilot,LC_Pilot_Platforms,LC_Pilot_Centers,In_High_Coverage_Pilot,HC_Pilot_Platforms,HC_Pilot_Centers,In_Exon_Targetted_Pilot,ET_Pilot_Platforms,ET_Pilot_Centers,Has_Sequence_in_Phase1,Phase1_LC_Platform,Phase1_LC_Centers,Phase1_E_Platform,Phase1_E_Centers,In_Phase1_Integrated_Variant_Set,Has_Phase1_chrY_SNPS,Has_phase1_chrY_Deletions,Has_phase1_chrMT_SNPs,Main_project_LC_Centers,Main_project_LC_platform,Total_LC_Sequence,LC_Non_Duplicated_Aligned_Coverage,Main_Project_E_Centers,Main_Project_E_Platform,Total_Exome_Sequence,X_Targets_Covered_to_20x_or_greater,VerifyBam_E_Omni_Free,VerifyBam_E_Affy_Free,VerifyBam_E_Omni_Chip,VerifyBam_E_Affy_Chip,VerifyBam_LC_Omni_Free,VerifyBam_LC_Affy_Free,VerifyBam_LC_Omni_Chip,VerifyBam_LC_Affy_Chip,LC_Indel_Ratio,E_Indel_Ratio,LC_Passed_QC,E_Passed_QC,In_Final_Phase_Variant_Calling,Has_Omni_Genotypes,Has_Axiom_Genotypes,Has_Affy_6_0_Genotypes,Has_Exome_LOF_Genotypes,EBV_Coverage,DNA_Source_from_Coriell,Has_Sequence_from_Blood_in_Index,Super_Population,Super_Population_Description
HG00158,GBR003,GBR,British in England and Scotland,female,mother,HG00153,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,,,1.0,BI,ILLUMINA,18325499696.0,3.14,BI,ILLUMINA,15843544592.0,0.870893,0.00045999999999999996,0.00023999999999999998,0.0004,,0.00982,1e-05,0.00907,,0.81,0.78,1.0,1.0,1.0,1.0,,,1.0,305.77,,,EUR,European
HG00159,HG00159,GBR,British in England and Scotland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,16369982000.0,4.37,BI,ILLUMINA,15781485880.0,0.8537319999999999,0.00018,9e-05,4e-05,,0.0071200000000000005,1e-05,0.00763,,0.8,0.95,1.0,1.0,1.0,1.0,,,1.0,54.79,,,EUR,European
HG00160,HG00160,GBR,British in England and Scotland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,24866990123.0,5.35,BI,ILLUMINA,6514052188.0,0.8641110000000001,0.00312,0.00281,0.00309,,0.00301,1e-05,0.00323,,0.88,0.88,1.0,1.0,1.0,1.0,,,1.0,43.61,,,EUR,European
HG00171,HG00171,FIN,Finnish in Finland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,BGI,1.0,,,1.0,SC,ILLUMINA,11949356736.0,3.56,BGI,ILLUMINA,11784730140.0,0.767524,0.0011300000000000001,0.0007,0.00122,,0.0011099999999999999,,0.00027,,0.93,0.84,1.0,1.0,1.0,1.0,,,1.0,32.84,,,EUR,European
HG00173,HG00173,FIN,Finnish in Finland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ABI_SOLID,BCM,1.0,,,1.0,SC,ILLUMINA,13389760728.0,4.0,BCM,ILLUMINA,7116179119.0,0.930931,0.01174,0.011559999999999999,0.01207,,,2.9999999999999997e-05,7e-05,,0.95,1.22,1.0,1.0,1.0,1.0,,,1.0,54.31,,,EUR,European
HG00174,HG00174,FIN,Finnish in Finland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,BGI,1.0,,,1.0,SC,ILLUMINA,13839532776.0,3.97,BGI,ILLUMINA,11650093920.0,0.7672680000000001,0.00123,0.0009599999999999999,0.00114,,0.00427,0.00072,0.00335,,0.91,0.84,1.0,1.0,1.0,1.0,,,1.0,38.75,,,EUR,European
HG00176,HG00176,FIN,Finnish in Finland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,BI,1.0,,,1.0,SC,ILLUMINA,28710539932.0,9.45,BI,ILLUMINA,9539418540.0,0.889533,0.00449,0.0039299999999999995,0.00441,,0.00084,0.00039,0.00056,,0.85,0.91,1.0,1.0,1.0,1.0,,,1.0,85.53,,,EUR,European
HG00177,HG00177,FIN,Finnish in Finland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ABI_SOLID,BCM,1.0,,,1.0,SC,ILLUMINA,13186216800.0,3.84,BCM,ILLUMINA,7173583277.0,0.87418,0.01094,0.00998,0.01119,,1e-05,2e-05,0.00016,,1.01,0.99,1.0,1.0,1.0,1.0,,,1.0,85.04,,,EUR,European
HG00178,HG00178,FIN,Finnish in Finland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,WUGSC,1.0,,,1.0,SC,ILLUMINA,27947524508.0,9.06,WUGSC,ILLUMINA,10038496200.0,0.8592690000000001,0.0004,0.00023999999999999998,0.0004,,0.00615,0.00526,0.00621,,0.92,0.83,1.0,1.0,1.0,1.0,,,1.0,117.65,,,EUR,European
HG00179,HG00179,FIN,Finnish in Finland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ABI_SOLID,BCM,1.0,,,1.0,SC,ILLUMINA,14557453596.0,4.31,BCM,ILLUMINA,8481056153.0,0.872207,0.010459999999999999,0.009470000000000001,0.01083,,1e-05,5.9999999999999995e-05,0.00011999999999999999,,0.99,1.03,1.0,1.0,1.0,1.0,,,1.0,71.9,,,EUR,European
HG00180,HG00180,FIN,Finnish in Finland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ABI_SOLID,BCM,1.0,,,1.0,SC,ILLUMINA,12367133352.0,3.86,BCM,ILLUMINA,5718294780.0,0.89149,0.0087,0.00889,0.008790000000000001,,1e-05,5.9999999999999995e-05,9e-05,,0.94,1.05,1.0,1.0,1.0,1.0,,,1.0,30.25,,,EUR,European
HG00181,HG00181,FIN,Finnish in Finland,male,,,,,,,,,,,,,,,,,,,1.0,,,ILLUMINA,WUGSC,,,,,SC,ILLUMINA,26077396696.0,7.98,WUGSC,ILLUMINA,10928233900.0,0.851126,0.00043,0.00018999999999999998,0.00045999999999999996,,0.0017699999999999999,0.0008900000000000001,0.00158,,0.9,0.89,1.0,1.0,1.0,1.0,,,1.0,110.97,,,EUR,European
HG00182,HG00182,FIN,Finnish in Finland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,WUGSC,1.0,1.0,1.0,1.0,SC,ILLUMINA,14742769392.0,4.11,WUGSC,ILLUMINA,12376047500.0,0.888654,0.00061,0.00059,0.00063,,0.00016999999999999999,5e-05,0.00028,,1.05,0.75,1.0,1.0,1.0,1.0,,,1.0,21.48,,,EUR,European
HG00183,HG00183,FIN,Finnish in Finland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,WUGSC,1.0,1.0,1.0,1.0,SC,ILLUMINA,12194796780.0,3.82,WUGSC,ILLUMINA,11022405900.0,0.877698,2.9999999999999997e-05,,1e-05,,,5.9999999999999995e-05,2.9999999999999997e-05,,0.95,0.79,1.0,1.0,1.0,1.0,,,1.0,42.95,,,EUR,European
HG00185,HG00185,FIN,Finnish in Finland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,WUGSC,1.0,1.0,1.0,1.0,SC,ILLUMINA,24723985568.0,7.83,WUGSC,ILLUMINA,11293753600.0,0.8755209999999999,0.00021,0.00023999999999999998,0.00029,,0.00054,0.00021,0.00033,,1.15,0.78,1.0,1.0,1.0,1.0,,,1.0,102.79,,,EUR,European
HG00186,HG00186,FIN,Finnish in Finland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,WUGSC,1.0,1.0,1.0,1.0,SC,ILLUMINA,12047051376.0,3.43,WUGSC,ILLUMINA,9390566900.0,0.8422040000000001,0.00033999999999999997,0.0003,0.00035,,1e-05,9e-05,0.0003,,1.08,0.81,1.0,1.0,1.0,1.0,,,1.0,14.04,,,EUR,European
HG00187,HG00187,FIN,Finnish in Finland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,WUGSC,1.0,1.0,1.0,1.0,SC,ILLUMINA,11412971280.0,3.37,WUGSC,ILLUMINA,10950660600.0,0.8793110000000001,0.00022,0.00016999999999999999,4e-05,,0.00022,4e-05,0.00011,,0.97,0.78,1.0,1.0,1.0,1.0,,,1.0,47.25,,,EUR,European
HG00188,HG00188,FIN,Finnish in Finland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,WUGSC,1.0,1.0,1.0,1.0,SC,ILLUMINA,24160384276.0,7.75,WUGSC,ILLUMINA,11126953900.0,0.8968020000000001,0.00023999999999999998,0.00026000000000000003,0.00022999999999999998,,0.0048200000000000005,0.00297,0.00446,,0.83,0.8,1.0,1.0,1.0,1.0,,,1.0,127.25,,,EUR,European
HG00189,HG00189,FIN,Finnish in Finland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,WUGSC,1.0,1.0,1.0,1.0,SC,ILLUMINA,12991931388.0,3.88,WUGSC,ILLUMINA,10989311800.0,0.877907,0.00029,0.0002,0.00027,,0.00155,4e-05,0.00145,,0.86,0.79,1.0,1.0,1.0,1.0,,,1.0,95.73,,,EUR,European
HG00190,HG00190,FIN,Finnish in Finland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,WUGSC,1.0,1.0,1.0,1.0,SC,ILLUMINA,11621163744.0,3.45,WUGSC,ILLUMINA,10705319900.0,0.874291,0.00055,0.00042,0.00054,,0.00644,2.9999999999999997e-05,0.00504,,0.86,0.79,1.0,1.0,1.0,1.0,,,1.0,89.53,,,EUR,European
HG00231,HG00231,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ABI_SOLID,BCM,1.0,,,1.0,SC,ILLUMINA,20528629308.0,6.39,BCM,ILLUMINA,7342733330.0,0.9278270000000001,0.0096,0.00785,0.00967,,0.00045,,0.0005099999999999999,,0.92,1.17,1.0,1.0,1.0,1.0,,,1.0,89.62,,,EUR,European
HG00232,HG00232,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BGI,ILLUMINA,BGI,1.0,,,1.0,BGI,ILLUMINA,12946951934.0,4.05,BGI,ILLUMINA,10231028010.0,0.7795340000000001,0.0012,0.0006799999999999999,0.00124,,0.0011099999999999999,,0.0021,,1.77,0.82,1.0,1.0,1.0,1.0,,,1.0,39.43,,,EUR,European
HG00233,HG00233,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,WUGSC,ILLUMINA,WUGSC,1.0,,,1.0,WUGSC,ILLUMINA,14422592000.0,4.73,WUGSC,ILLUMINA,10564096500.0,0.8820549999999999,0.00033,0.00039,0.00032,,2e-05,,0.00032,,0.89,0.78,1.0,1.0,1.0,1.0,,,1.0,41.34,,,EUR,European
HG00234,HG00234,GBR,British in England and Scotland,male,,,,,,,,,,,,,,,,,,,1.0,ABI_SOLID,BCM,ABI_SOLID,BCM,1.0,1.0,,1.0,BCM,ILLUMINA,20860175087.0,7.09,BCM,ILLUMINA,5694910149.0,0.9153120000000001,0.010409999999999999,0.008190000000000001,0.010409999999999999,,0.00057,,0.0005099999999999999,,0.84,0.93,1.0,1.0,1.0,1.0,,,1.0,89.9,,,EUR,European
HG00235,HG00235,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,1.0,ABI_SOLID,BCM,ABI_SOLID,BCM,1.0,,,1.0,BCM,ILLUMINA,26964871728.0,9.28,BCM,ILLUMINA,5160768720.0,0.8980469999999999,0.00851,0.00701,0.00861,,0.00128,0.00043,0.0014,,0.86,1.09,1.0,1.0,1.0,1.0,,,1.0,71.56,,,EUR,European
HG00236,HG00236,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BGI,ILLUMINA,BGI,1.0,,,1.0,BGI,ILLUMINA,39901441503.0,12.92,BGI,ILLUMINA,10805561100.0,0.7705960000000001,0.00225,0.00137,0.00223,,0.00199,0.00105,0.00217,,1.75,0.79,1.0,1.0,1.0,1.0,,,1.0,113.75,,,EUR,European
HG00237,HG00237,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BGI,ILLUMINA,BGI,1.0,,,1.0,BGI,ILLUMINA,27099484300.0,8.86,BGI,ILLUMINA,8831796390.0,0.756451,0.00446,0.00316,0.00426,,0.0013,0.0002,0.00144,,0.89,0.78,1.0,1.0,1.0,1.0,,,1.0,61.94,,,EUR,European
HG00238,HG00238,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,1.0,ABI_SOLID,MPIMG,ILLUMINA,WUGSC,1.0,,,1.0,MPIMG,ILLUMINA,19181329251.0,6.54,WUGSC,ILLUMINA,11087770700.0,0.8926270000000001,0.00237,0.00161,0.00232,,0.00121,,0.0009699999999999999,,0.86,0.74,1.0,1.0,1.0,1.0,,,1.0,145.36,,,EUR,European
HG00239,HG00239,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,BI,1.0,,,1.0,SC,ILLUMINA,27294537532.0,8.66,BI,ILLUMINA,19212587276.0,0.874519,,0.00015,5e-05,,0.00079,1e-05,0.00079,,0.92,0.82,1.0,1.0,1.0,1.0,,,1.0,55.29,,,EUR,European
HG00240,HG00240,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,1.0,ABI_SOLID,MPIMG,ILLUMINA,WUGSC,1.0,,,1.0,MPIMG,ILLUMINA,24694204878.0,8.46,WUGSC,ILLUMINA,9794875400.0,0.857352,0.00176,0.00155,0.00182,,0.00179,0.00011999999999999999,0.002,,0.86,0.8,1.0,1.0,1.0,1.0,,,1.0,108.07,,,EUR,European
HG00242,HG00242,GBR,British in England and Scotland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,BI,1.0,1.0,1.0,1.0,SC,ILLUMINA,13912086420.0,4.29,BI,ILLUMINA,18287683312.0,0.898136,,0.0001,2.9999999999999997e-05,,0.0036799999999999997,,0.00328,,0.83,0.83,1.0,1.0,1.0,1.0,,,1.0,167.08,,,EUR,European
HG00243,HG00243,GBR,British in England and Scotland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,BI,1.0,1.0,1.0,1.0,SC,ILLUMINA,23688650884.0,8.06,BI,ILLUMINA,15341819800.0,0.8952959999999999,,,1e-05,,0.0007099999999999999,1e-05,0.0007,,0.94,0.81,1.0,1.0,1.0,1.0,,,1.0,61.91,,,EUR,European
HG00244,HG00244,GBR,British in England and Scotland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,BI,1.0,1.0,1.0,1.0,SC,ILLUMINA,25491503136.0,8.32,BI,ILLUMINA,18451197236.0,0.893857,0.00036,0.00013000000000000002,5.9999999999999995e-05,,0.00818,0.00196,0.00787,,0.9,0.93,1.0,1.0,1.0,1.0,,,1.0,68.64,,,EUR,European
HG00245,HG00245,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,,,1.0,,,1.0,BI,ILLUMINA,23602521240.0,4.65,BI,ILLUMINA,10866956520.0,0.900536,0.00395,0.00259,0.00387,,0.01828,1e-05,0.01791,,0.83,0.76,1.0,1.0,1.0,1.0,,,1.0,78.36,,,EUR,European
HG00246,HG00246,GBR,British in England and Scotland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BGI,ILLUMINA,BGI,1.0,1.0,1.0,1.0,BGI,ILLUMINA,15497833915.0,4.38,BGI,ILLUMINA,10332499500.0,0.775095,0.00091,0.00014,0.00093,,0.00147,,0.00016,,1.71,0.78,1.0,1.0,1.0,1.0,,,1.0,75.22,,,EUR,European
HG00247,GBR004,GBR,British in England and Scotland,female,mother,HG00248,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ABI_SOLID,BCM,1.0,,,1.0,SC,ILLUMINA,16203189780.0,,BCM,ILLUMINA,5070470175.0,,0.0147,0.01096,0.014719999999999999,,0.00061,,0.00065,,0.91,5.86,,,,1.0,,,1.0,,,,EUR,European
HG00248,GBR004,GBR,British in England and Scotland,female,child,HG00247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,European
HG00249,HG00249,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BGI,ILLUMINA,BGI,1.0,,,1.0,BGI,ILLUMINA,30453923309.0,,BGI,ILLUMINA,10874178990.0,,0.0030600000000000002,0.00212,0.00293,,0.03285,0.017580000000000002,0.032619999999999996,,1.74,0.79,,,,1.0,,,1.0,,,,EUR,European
HG00250,HG00250,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BGI,ILLUMINA,BGI,1.0,,,1.0,BGI,ILLUMINA,78878556633.0,11.56,BGI,ILLUMINA,8806804380.0,0.763766,0.00162,0.0009699999999999999,0.00159,,0.0007,0.00022,0.0007,,1.95,0.78,1.0,1.0,1.0,1.0,,,1.0,499.39,,,EUR,European
HG00251,HG00251,GBR,British in England and Scotland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BGI,ILLUMINA,BGI,1.0,1.0,1.0,1.0,BGI,ILLUMINA,98304043689.0,10.03,BGI,ILLUMINA,10408767930.0,0.780067,0.0016699999999999998,0.00095,0.00164,,0.00067,0.00011999999999999999,0.00045,,1.52,0.78,1.0,1.0,1.0,1.0,,,1.0,969.61,,,EUR,European
HG00252,HG00252,GBR,British in England and Scotland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BGI,ILLUMINA,BGI,1.0,1.0,1.0,1.0,BGI,ILLUMINA,32857851024.0,10.56,BGI,ILLUMINA,13495547250.0,0.7803220000000001,0.00518,0.0039299999999999995,0.00521,,0.00403,0.0018399999999999998,0.00417,,1.56,0.8,1.0,1.0,1.0,1.0,,,1.0,171.44,,,EUR,European
HG00253,HG00253,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BGI,ILLUMINA,BGI,1.0,,,1.0,BGI,ILLUMINA,31295402962.0,10.03,BGI,ILLUMINA,8262140490.0,0.761678,0.00449,0.0025,0.00445,,0.00134,0.00033999999999999997,0.0014199999999999998,,1.56,0.79,1.0,1.0,1.0,1.0,,,1.0,347.27,,,EUR,European
HG00254,HG00254,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BGI,ILLUMINA,BGI,1.0,,,1.0,BGI,ILLUMINA,23781453124.0,7.81,BGI,ILLUMINA,10915052940.0,0.77063,0.00703,0.00533,0.00722,,0.00117,1e-05,0.00133,,1.58,0.8,1.0,1.0,1.0,1.0,,,1.0,238.74,,,EUR,European
HG00255,HG00255,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,1.0,ABI_SOLID,MPIMG,ILLUMINA,BI,1.0,,,1.0,MPIMG,ILLUMINA,22308277333.0,7.63,BI,ILLUMINA,16417542420.0,0.867368,0.00058,0.00022,0.00065,,0.00179,1e-05,0.0018399999999999998,,0.86,0.87,1.0,1.0,1.0,1.0,,,1.0,48.03,,,EUR,European
HG00256,HG00256,GBR,British in England and Scotland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BGI,ILLUMINA,BGI,1.0,1.0,1.0,1.0,BGI,ILLUMINA,36596701336.0,11.76,BGI,ILLUMINA,9087759360.0,0.749424,0.0050799999999999994,0.00349,0.00505,,0.0011300000000000001,0.00031,0.0008699999999999999,,1.76,0.82,1.0,1.0,1.0,1.0,,,1.0,149.76,,,EUR,European
HG00257,HG00257,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BGI,ILLUMINA,BGI,1.0,,,1.0,BGI,ILLUMINA,30835680899.0,10.01,BGI,ILLUMINA,12999617370.0,0.78217,0.00387,0.00297,0.00396,,0.0009699999999999999,5.9999999999999995e-05,0.00095,,1.83,0.8,1.0,1.0,1.0,1.0,,,1.0,92.99,,,EUR,European
HG00258,HG00258,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,,,1.0,BI,ILLUMINA,33985550496.0,9.42,BI,ILLUMINA,15435387656.0,0.878943,,,5.9999999999999995e-05,,0.01112,0.0052,0.01097,,0.83,0.8,1.0,1.0,1.0,1.0,,,1.0,160.91,,,EUR,European
HG00259,HG00259,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BGI,ILLUMINA,BGI,1.0,,,1.0,BGI,ILLUMINA,35810112427.0,11.68,BGI,ILLUMINA,14972684670.0,0.792886,0.00288,0.00196,0.00282,,0.00065,0.0001,0.00057,,1.83,0.79,1.0,1.0,1.0,1.0,,,1.0,123.41,,,EUR,European
HG00260,HG00260,GBR,British in England and Scotland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BGI,ILLUMINA,BGI,1.0,1.0,1.0,1.0,BGI,ILLUMINA,33209169046.0,10.67,BGI,ILLUMINA,9229252230.0,0.775741,0.0067599999999999995,0.00517,0.00683,,0.00135,0.00035,0.00139,,1.75,0.78,1.0,1.0,1.0,1.0,,,1.0,112.8,,,EUR,European
HG00261,HG00261,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BGI,ILLUMINA,BGI,1.0,,,1.0,BGI,ILLUMINA,28166061509.0,9.05,BGI,ILLUMINA,8798788980.0,0.771062,0.00536,0.00361,0.0051,,0.00149,0.00022999999999999998,0.00158,,1.82,0.78,1.0,1.0,1.0,1.0,,,1.0,57.01,,,EUR,European
HG00262,HG00262,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,,,1.0,BI,ILLUMINA,20161072976.0,5.88,BI,ILLUMINA,20955259068.0,0.932744,0.00032,,0.00028,,0.014209999999999999,9e-05,0.01369,,0.81,0.91,1.0,1.0,1.0,1.0,,,,312.68,,,EUR,European
HG00263,HG00263,GBR,British in England and Scotland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BGI,ILLUMINA,BGI,1.0,,,1.0,BGI,ILLUMINA,19282283164.0,5.91,BGI,ILLUMINA,10377121860.0,0.763495,0.00198,0.0012699999999999999,0.00202,,0.0015,,0.0017100000000000001,,1.82,0.8,1.0,1.0,1.0,1.0,,,1.0,57.14,,,EUR,European
HG00264,HG00264,GBR,British in England and Scotland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BI,ILLUMINA,BI,1.0,1.0,1.0,1.0,BI,ILLUMINA,20049013180.0,5.32,BI,ILLUMINA,17606921824.0,0.8774200000000001,,2.9999999999999997e-05,0.00015,,0.01325,,0.01365,,0.82,0.87,1.0,1.0,1.0,1.0,,,1.0,94.69,,,EUR,European
HG00265,HG00265,GBR,British in England and Scotland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,BI,1.0,1.0,1.0,1.0,SC,ILLUMINA,12995953524.0,4.15,BI,ILLUMINA,13413615440.0,0.8714930000000001,,0.00022999999999999998,0.00037999999999999997,,0.00134,,0.0017100000000000001,,0.91,0.86,1.0,1.0,1.0,1.0,,,1.0,31.68,,,EUR,European
HG00266,HG00266,FIN,Finnish in Finland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ABI_SOLID,BCM,1.0,,,1.0,SC,ILLUMINA,14056303032.0,4.12,BCM,ILLUMINA,4679716022.0,0.836362,0.0132,0.011729999999999999,0.013009999999999999,,0.0002,2e-05,1e-05,,0.91,1.17,1.0,1.0,1.0,1.0,,,1.0,12.85,,,EUR,European
HG00267,HG00267,FIN,Finnish in Finland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ABI_SOLID,BCM,1.0,1.0,1.0,1.0,SC,ILLUMINA,15947883936.0,4.84,BCM,ILLUMINA,7876275728.0,0.9360200000000001,0.01036,0.00926,0.01037,,0.00011999999999999999,1e-05,9e-05,,0.98,1.1,1.0,1.0,1.0,1.0,,,1.0,80.47,,,EUR,European
HG00268,HG00268,FIN,Finnish in Finland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BGI,ILLUMINA,BGI,1.0,,,1.0,BGI,ILLUMINA,31489152960.0,10.02,BGI,ILLUMINA,11315493990.0,0.76474,0.00505,0.00451,0.00494,,0.0015300000000000001,0.00132,0.00157,,1.52,0.8,1.0,1.0,1.0,1.0,,,1.0,232.55,,,EUR,European
HG00269,HG00269,FIN,Finnish in Finland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ABI_SOLID,BCM,1.0,,,1.0,SC,ILLUMINA,13328489628.0,4.26,BCM,ILLUMINA,8749981884.0,0.9138569999999999,0.00908,0.00881,0.00919,,0.00042,1e-05,0.0003,,0.93,1.01,1.0,1.0,1.0,1.0,,,1.0,96.61,,,EUR,European
HG00270,HG00270,FIN,Finnish in Finland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ABI_SOLID,BCM,1.0,,,1.0,SC,ILLUMINA,40953601308.0,13.41,,,,,,,,,0.011170000000000001,0.01034,0.01128,,0.86,,1.0,,,1.0,,,1.0,315.3,,,EUR,European
HG00271,HG00271,FIN,Finnish in Finland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BGI,ILLUMINA,BGI,1.0,1.0,1.0,1.0,BGI,ILLUMINA,32327074152.0,10.35,BGI,ILLUMINA,11343503790.0,0.7643220000000001,0.00687,0.00689,0.00685,,0.0019199999999999998,0.0015,0.00209,,1.81,0.81,1.0,1.0,1.0,1.0,,,1.0,174.9,,,EUR,European
HG00272,HG00272,FIN,Finnish in Finland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,SC,ILLUMINA,BI,1.0,,,1.0,SC,ILLUMINA,13623816168.0,3.87,BI,ILLUMINA,4223490468.0,0.8077850000000001,0.00317,0.00302,0.00321,,0.0005099999999999999,1e-05,0.00028,,1.11,0.9,1.0,1.0,1.0,1.0,,,1.0,156.34,,,EUR,European
HG00273,HG00273,FIN,Finnish in Finland,male,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BGI,ILLUMINA,BGI,1.0,1.0,1.0,1.0,BGI,ILLUMINA,32141591941.0,10.16,BGI,ILLUMINA,9090938520.0,0.773579,0.0009199999999999999,0.00042,0.00101,,0.00045,0.00016,0.00026000000000000003,,1.8,0.78,1.0,1.0,1.0,1.0,,,1.0,108.55,,,EUR,European
HG00274,HG00274,FIN,Finnish in Finland,female,,,,,,,,,,,,,,,,,,,1.0,ILLUMINA,BGI,ILLUMINA,BGI,1.0,,,1.0,BGI,ILLUMINA,17267944398.0,4.89,BGI,ILLUMINA,11654703990.0,0.780345,0.00105,0.0008300000000000001,0.0009699999999999999,,8e-05,1e-05,2e-05,,1.15,0.79,1.0,1.0,1.0,1.0,,,1.0,40.98,,,EUR,European
